pid,syear,sex,age,plb0031,plb0304,kids,partner,hinc
91,2018,2,49,0,0,0,0,41415.29612937195
91,2019,2,50,1,0,0,1,42159.15328970864
92,2005,2,42,1,0,0,1,26221.253145041715
92,2006,2,43,1,5,0,1,20853.627512674102
92,2007,2,44,0,0,0,1,33316.7651001124
92,2008,2,45,0,0,1,0,33609.74321958951
92,2009,2,46,1,0,1,1,27161.910645311633
92,2010,2,47,1,0,2,1,36449.116450831214
92,2011,2,48,1,0,2,1,39384.64331063886
92,2012,2,49,0,0,2,1,30119.645074639233
92,2013,2,50,0,0,2,0,29944.402425811615
92,2014,2,51,0,0,2,1,31965.563947493447
92,2015,2,52,1,0,2,1,30148.516779739883
92,2016,2,53,0,0,2,1,39654.994146026744
92,2017,2,54,1,0,2,0,40946.304670916674
92,2018,2,55,0,0,2,1,40248.62101167664
93,2005,2,22,0,0,0,1,43374.240594006966
93,2006,2,23,0,0,0,0,50481.53526464717
93,2007,2,24,1,0,0,0,37238.68235640163
93,2008,2,25,1,0,0,1,43914.03628061062
93,2009,2,26,1,0,1,0,51535.56004641512
93,2010,2,27,1,0,1,1,35901.006074586454
93,2011,2,28,0,0,1,1,39867.11726139273
93,2012,2,29,1,0,1,1,39153.449940018414
93,2013,2,30,0,0,1,1,34662.487321779954
93,2014,2,31,1,0,1,1,34136.24880700993
93,2015,2,32,1,0,1,0,34566.15477445636
93,2016,2,33,0,0,1,1,16685.95208146447
93,2017,2,34,0,0,1,1,46511.84688158193
93,2018,2,35,1,0,1,0,41028.939603239734
93,2019,2,36,0,0,1,1,27066.293000415884
94,2005,1,34,1,0,0,0,38164.941345156265
94,2006,1,35,0,5,0,0,35673.36858415158
94,2007,1,36,0,0,0,1,28544.495815451104
94,2008,1,37,0,0,0,1,28178.0450835001
94,2009,1,38,0,0,0,1,34241.84930342435
94,2010,1,39,0,0,0,1,39594.922909671215
94,2011,1,40,1,0,0,1,27453.973118950962
94,2012,1,41,1,0,0,0,44003.03589755631
94,2013,1,42,1,0,1,1,29243.432502860025
94,2014,1,43,1,0,1,1,33437.53783750384
94,2015,1,44,1,0,1,1,35653.02374809275
94,2016,1,45,1,0,1,1,34858.93655648576
94,2017,1,46,0,0,1,1,30809.910191369218
94,2018,1,47,1,0,1,1,40495.83081300899
94,2019,1,48,1,0,1,1,33736.54831407111
95,2005,1,25,0,0,1,1,59106.97594296351
95,2006,1,26,1,0,1,0,49474.05316156938
95,2007,1,27,0,0,1,0,45782.615159884095
95,2008,1,28,1,0,1,1,40894.393265627106
95,2009,1,29,1,0,1,1,41684.806714381135
95,2010,1,30,1,0,1,0,36092.191359117125
95,2011,1,31,1,0,1,1,42327.57891471588
95,2012,1,32,1,0,1,0,47662.71704886614
95,2013,1,33,0,0,1,1,44150.969443520975
95,2014,1,34,0,0,1,1,43966.440168220564
95,2015,1,35,1,0,1,1,33053.912307213344
95,2016,1,36,1,0,1,0,40782.506344746456
95,2017,1,37,0,0,1,1,35721.94663324542
95,2018,1,38,0,5,1,1,36005.805898819985
95,2019,1,39,0,0,1,1,35776.002287426665
96,2005,1,32,1,0,0,1,48185.60778678389
96,2006,1,33,1,0,0,1,28999.49692065031
96,2007,1,34,1,0,0,0,29214.419983077652
96,2008,1,35,1,0,0,1,40642.45165655563
96,2009,1,36,0,0,0,1,34729.190001621624
96,2010,1,37,0,0,0,0,60670.454790541335
96,2011,1,38,0,0,0,1,49990.33520439646
96,2012,1,39,0,0,0,0,45316.34834042573
96,2013,1,40,1,0,0,0,31880.61846673326
96,2014,1,41,1,0,0,1,33334.22507637697
96,2015,1,42,1,0,0,0,35312.993384416404
96,2016,1,43,0,0,0,1,25286.31557723107
96,2017,1,44,1,0,0,1,39262.580000140755
96,2018,1,45,0,0,0,0,32257.25891888309
96,2019,1,46,1,0,0,1,44485.738258342055
97,2005,2,22,0,0,0,0,39498.81422302543
97,2006,2,23,0,0,0,1,41929.92198725384
97,2007,2,24,1,0,0,0,46950.18000472617
97,2008,2,25,0,0,0,1,30509.308583121165
97,2009,2,26,1,0,0,0,24709.464866699967
97,2010,2,27,0,0,0,0,40743.833972235276
97,2011,2,28,0,0,0,1,45484.71797038733
97,2012,2,29,1,0,0,1,38866.81131191899
97,2013,2,30,1,0,0,1,35505.263205186406
97,2014,2,31,0,0,0,1,43834.887627435375
97,2015,2,32,1,0,0,0,46965.97315670722
97,2016,2,33,1,0,0,0,47590.50477177296
97,2017,2,34,0,5,0,0,33484.07413534184
97,2018,2,35,0,0,0,1,22544.260474860566
97,2019,2,36,1,0,0,0,54922.65051722743
98,2006,1,18,1,0,0,0,50880.92720144251
98,2007,1,19,1,0,0,0,44673.05187855049
98,2008,1,20,0,0,0,1,44910.930769126244
98,2009,1,21,1,0,0,1,41372.07638555875
98,2010,1,22,1,0,0,1,43127.524786247355
98,2011,1,23,0,0,0,1,45996.65394646124
98,2012,1,24,1,0,0,1,38608.42862131077
98,2013,1,25,1,0,0,0,39959.16339547789
98,2014,1,26,0,0,0,0,34740.68965031293
98,2015,1,27,1,0,0,1,28987.085613418538
98,2016,1,28,1,0,0,0,28395.601814010366
98,2017,1,29,0,0,0,0,32830.9562562199
98,2018,1,30,1,0,0,1,42427.49748999859
98,2019,1,31,0,0,0,1,36628.17802155382
99,2005,1,23,0,0,0,1,30951.661005632915
99,2006,1,24,0,0,0,1,46921.959602751536
99,2007,1,25,0,0,0,1,46479.65450682006
99,2008,1,26,1,0,0,1,35983.07056108764
99,2009,1,27,0,0,0,1,31942.001132352307
99,2010,1,28,0,0,0,1,37061.458826651855
99,2011,1,29,0,0,0,1,37796.88032945541
99,2012,1,30,0,0,0,1,37675.21218125494
99,2013,1,31,1,0,0,1,35247.07495609613
99,2014,1,32,1,0,0,0,29927.47499255403
99,2015,1,33,0,0,0,1,46296.13255712713
99,2016,1,34,0,5,0,1,27763.34265867687
99,2017,1,35,1,0,0,1,38554.6950664635
99,2018,1,36,1,0,0,1,39445.20490182922
99,2019,1,37,0,0,0,1,31333.165383856423
100,2005,1,38,1,0,0,0,28223.70341578567
100,2006,1,39,1,0,0,0,29009.321400810717
100,2007,1,40,0,0,0,1,42294.19289906069
100,2008,1,41,1,0,0,1,38822.35777051522
100,2009,1,42,1,0,0,1,23205.149884647795
100,2010,1,43,1,0,0,0,45465.78411831046
100,2011,1,44,1,0,0,0,45691.28463572396
100,2012,1,45,1,0,0,0,64903.28160835073
100,2013,1,46,0,0,0,1,45862.63265457396
100,2014,1,47,1,0,0,1,29806.143047385638
100,2015,1,48,1,0,0,0,52786.574461128264
100,2016,1,49,1,0,0,1,45868.382508046925
100,2017,1,50,0,0,0,0,23162.003954247884
100,2018,1,51,1,0,0,1,56337.423284277844
100,2019,1,52,1,0,0,1,58216.691984426434
101,2005,2,34,0,5,0,1,25605.318410727705
101,2006,2,35,1,0,0,0,38159.951516536945
101,2007,2,36,0,0,0,1,45138.71922284888
101,2008,2,37,0,0,0,1,35737.520745161346
101,2009,2,38,0,0,0,1,34029.51788233675
101,2010,2,39,0,0,0,1,41857.60120712001
101,2011,2,40,0,0,0,1,35383.08810834173
101,2012,2,41,1,0,0,0,31048.71967454434
101,2013,2,42,1,0,0,0,34140.681853493
101,2014,2,43,0,0,0,1,35829.35143097954
101,2015,2,44,1,0,0,0,36567.893992143785
101,2016,2,45,0,0,0,1,29107.970922695447
101,2017,2,46,0,0,0,1,43984.60410682052
101,2018,2,47,0,0,0,1,26428.485544136223
101,2019,2,48,0,0,0,0,44350.597958126724
102,2005,2,35,1,5,0,0,22373.787896127265
102,2006,2,36,0,0,0,1,30212.39255506087
102,2007,2,37,0,0,0,1,39016.447584365465
102,2008,2,38,0,0,0,0,26697.362981208717
102,2009,2,39,0,0,0,1,27941.726374094997
102,2010,2,40,0,0,0,1,38890.906684776266
102,2011,2,41,0,0,0,0,39418.95700136318
102,2012,2,42,0,0,0,0,43495.12215349431
102,2013,2,43,1,0,0,1,32125.65639082514
102,2014,2,44,0,0,0,1,33037.1672728949
102,2015,2,45,0,0,1,1,34693.26657836309
102,2016,2,46,0,0,1,0,36980.46519242478
102,2017,2,47,0,0,1,1,43169.027329519464
102,2018,2,48,0,0,1,1,38841.81570272104
102,2019,2,49,1,0,1,0,40297.31838875022
103,2005,1,22,1,0,0,1,47229.485134343624
103,2006,1,23,0,0,0,1,34211.36061087924
103,2007,1,24,1,0,0,1,39995.819810655776
103,2008,1,25,0,0,0,0,30816.872705117807
103,2009,1,26,1,0,0,0,46090.11432931792
103,2010,1,27,1,0,0,1,45030.14863272569
103,2011,1,28,0,0,0,1,37141.031228667234
103,2012,1,29,1,0,0,1,42622.974545866324
103,2013,1,30,1,0,0,1,33555.09005804832
103,2014,1,31,0,0,0,1,38701.83107944691
103,2015,1,32,0,0,0,1,35385.14324226492
103,2016,1,33,0,0,0,0,24596.33425330485
103,2017,1,34,1,0,0,1,34008.538453916495
103,2018,1,35,1,0,0,0,37194.18813993314
103,2019,1,36,0,0,0,1,59049.15120705358
104,2005,1,23,1,0,0,1,40842.07760818667
104,2006,1,24,0,0,0,1,51105.60751083329
104,2007,1,25,1,0,0,1,33805.588623161166
104,2008,1,26,1,0,0,1,46486.904924786795
104,2009,1,27,1,0,0,1,35404.940396296486
104,2010,1,28,0,0,0,1,42678.70556019698
104,2011,1,29,0,0,0,0,44251.91750517326
104,2012,1,30,0,0,0,1,54678.56115669362
104,2013,1,31,1,0,0,1,45411.82935018433
104,2014,1,32,0,0,0,1,37845.18316218594
104,2015,1,33,1,0,0,1,37597.38523356608
104,2016,1,34,0,0,0,0,44082.21048935297
104,2017,1,35,1,0,0,1,36792.678451646985
104,2018,1,36,1,0,0,0,46526.12131991994
104,2019,1,37,1,0,0,1,44895.9410553159
105,2005,1,25,1,0,0,0,26194.605972999176
105,2006,1,26,0,0,0,0,37097.70937972662
105,2007,1,27,1,0,0,1,33049.78919205075
105,2008,1,28,1,0,0,0,42887.88866029665
105,2009,1,29,0,0,0,1,27110.644294606245
105,2010,1,30,0,5,0,1,38146.83772811175
105,2011,1,31,0,0,0,1,19858.49368072013
105,2012,1,32,0,0,0,0,41621.769416805095
105,2013,1,33,0,0,0,1,30434.877348212824
105,2014,1,34,1,0,0,1,47693.15263785323
105,2015,1,35,0,0,0,0,37823.30192555409
105,2016,1,36,0,0,0,1,23796.81955307548
105,2017,1,37,0,0,0,0,31642.375176443187
105,2018,1,38,0,0,0,0,32774.77034666449
105,2019,1,39,0,0,1,0,43326.028518558276
106,2010,2,18,0,0,0,1,44600.7709050294
106,2011,2,19,0,5,0,1,42140.89851412076
106,2012,2,20,1,0,0,0,34327.699908027476
106,2013,2,21,0,0,0,0,27098.211940239577
106,2014,2,22,0,0,0,1,45000.695311564625
106,2015,2,23,0,0,0,0,44607.576376135185
106,2016,2,24,0,0,0,0,43495.04813060233
106,2017,2,25,1,0,0,0,34351.060219110856
106,2018,2,26,1,0,0,1,44275.34532691888
106,2019,2,27,0,0,0,1,19491.27627672002
107,2005,2,26,1,0,0,0,37209.57476101621
107,2006,2,27,1,0,0,0,24334.5965689359
107,2007,2,28,1,0,0,1,38111.167912646335
107,2008,2,29,0,0,0,0,37378.50766936974
107,2009,2,30,1,0,1,1,48575.72294079301
107,2010,2,31,1,0,1,0,34255.68949275881
107,2011,2,32,1,0,1,1,38743.706475258965
107,2012,2,33,1,0,1,0,54827.286383198625
107,2013,2,34,1,0,1,0,45277.59815944639
107,2014,2,35,1,0,1,1,31414.571924196243
107,2015,2,36,0,0,1,1,36800.14377736872
107,2016,2,37,0,0,1,0,31758.86187821737
107,2017,2,38,1,0,1,0,37159.06747645514
107,2018,2,39,1,0,1,1,29602.898641100674
107,2019,2,40,1,0,1,1,48736.82368815467
108,2005,2,24,0,0,0,0,28188.290867025586
108,2006,2,25,1,0,0,0,32147.456043548813
108,2007,2,26,1,0,0,0,49129.36947083037
108,2008,2,27,1,0,0,1,30325.69726567418
108,2009,2,28,0,0,1,0,32290.86158538906
108,2010,2,29,0,0,2,1,40534.097002835115
108,2011,2,30,1,0,2,1,33636.422113064094
108,2012,2,31,1,0,2,1,41143.27510110539
108,2013,2,32,1,0,2,0,57054.160656497304
108,2014,2,33,1,0,2,1,41098.60460684183
108,2015,2,34,0,5,2,0,43580.666609847714
108,2016,2,35,0,0,2,0,39795.0688447305
108,2017,2,36,0,0,2,1,29652.8564422644
108,2018,2,37,0,0,2,0,36481.742828435395
108,2019,2,38,0,0,2,1,47706.93833837213
109,2005,2,34,0,0,0,0,45516.63371492355
109,2006,2,35,1,0,0,0,43384.0392631238
109,2007,2,36,0,0,0,1,24295.118324494113
109,2008,2,37,1,0,1,0,49285.27911040778
109,2009,2,38,1,0,1,1,45194.2046122497
109,2010,2,39,0,0,1,1,37151.30700543913
109,2011,2,40,0,0,1,1,39437.292402625026
109,2012,2,41,1,0,1,1,32813.06809657949
109,2013,2,42,0,0,1,1,53922.11546970335
109,2014,2,43,1,0,1,1,34311.11348357556
109,2015,2,44,1,0,1,0,47843.30932791142
109,2016,2,45,1,0,1,1,43197.652315529784
109,2017,2,46,1,0,1,1,54434.27562439274
109,2018,2,47,0,0,2,1,40567.38560247314
109,2019,2,48,0,0,2,1,47935.95861246109
110,2005,2,32,1,0,0,1,37068.09615937548
110,2006,2,33,0,0,0,0,35622.862889628355
110,2007,2,34,0,0,0,0,45326.467112298844
110,2008,2,35,1,0,0,1,30837.042880327055
110,2009,2,36,0,0,1,0,46414.084514839815
110,2010,2,37,0,0,1,1,38110.46226706834
110,2011,2,38,0,0,1,0,42739.987735283314
110,2012,2,39,1,0,2,1,45800.585119849624
110,2013,2,40,1,0,2,1,51548.10319618892
110,2014,2,41,1,0,2,0,36681.402333819766
110,2015,2,42,0,0,2,1,45148.04139241689
110,2016,2,43,0,5,2,0,38348.64428576883
110,2017,2,44,1,0,2,1,38197.23789407254
110,2018,2,45,0,0,3,0,48781.22894895865
110,2019,2,46,0,0,3,0,22136.37836596916
111,2011,2,18,1,0,1,1,40329.83400755923
111,2012,2,19,1,0,1,0,46439.36883237681
111,2013,2,20,1,0,1,1,38602.6484791125
111,2014,2,21,1,0,2,1,40202.32559467741
111,2015,2,22,1,0,2,1,25525.384057109266
111,2016,2,23,0,0,2,0,41611.200746145376
111,2017,2,24,0,0,2,0,31164.96124349505
111,2018,2,25,0,0,2,1,30648.80696563081
111,2019,2,26,0,0,2,1,38823.21318244464
112,2007,2,18,1,0,0,0,24209.879619073865
112,2008,2,19,1,0,1,1,34632.132284043095
112,2009,2,20,1,0,1,1,48172.015181348754
112,2010,2,21,1,0,1,0,43275.83508958439
112,2011,2,22,1,0,1,1,51096.05855299937
112,2012,2,23,1,0,1,0,40899.7043321428
112,2013,2,24,0,0,1,1,46841.615731711296
112,2014,2,25,0,0,1,1,46889.65644852826
112,2015,2,26,1,0,1,1,45935.102003046515
112,2016,2,27,1,0,1,1,40114.56318428529
112,2017,2,28,1,0,1,1,47923.333982725024
112,2018,2,29,1,0,1,0,42144.800271881875
112,2019,2,30,0,0,1,1,61207.90742297547
113,2005,1,37,1,5,0,1,27522.618397636365
113,2006,1,38,0,0,0,0,36186.185737372005
113,2007,1,39,1,0,0,1,34707.323854948525
113,2008,1,40,1,0,0,1,36140.8928912873
113,2009,1,41,1,0,0,0,25123.562026026302
113,2010,1,42,0,0,0,1,33216.067434198114
113,2011,1,43,1,0,0,1,28174.708253652803
113,2012,1,44,1,0,0,0,28988.45215153561
113,2013,1,45,0,0,0,1,14579.273148543863
113,2014,1,46,1,0,0,1,31056.087421290715
113,2015,1,47,0,0,0,0,37007.83251479315
113,2016,1,48,0,0,0,0,34309.0105798591
113,2017,1,49,1,0,0,0,28824.08995939585
113,2018,1,50,0,0,0,1,34746.74831612588
113,2019,1,51,0,0,0,1,34436.07103811182
114,2005,1,20,1,0,0,1,37547.2451080816
114,2006,1,21,1,0,0,1,41516.12957181803
114,2007,1,22,0,0,0,1,45069.484255784475
114,2008,1,23,1,0,0,1,47978.127629583316
114,2009,1,24,1,0,1,1,35615.29679593664
114,2010,1,25,1,0,1,0,47514.50751078776
114,2011,1,26,1,0,1,1,38967.51250750473
114,2012,1,27,0,0,1,0,52071.5221139217
114,2013,1,28,1,0,1,1,36866.95115834512
114,2014,1,29,0,0,1,1,42240.33808847967
114,2015,1,30,1,0,1,1,42040.71757149985
114,2016,1,31,1,0,1,1,41465.70438695069
114,2017,1,32,1,0,1,1,35526.73954301702
114,2018,1,33,1,0,1,0,28556.163484900222
114,2019,1,34,1,0,1,1,47207.43387400434
115,2005,1,31,1,0,0,0,32513.76227306803
115,2006,1,32,0,0,0,0,42104.11745415798
115,2007,1,33,0,0,0,0,44720.139359933826
115,2008,1,34,1,0,0,0,46091.98384788069
115,2009,1,35,1,0,0,0,50316.505793323566
115,2010,1,36,1,0,0,1,40284.17944622366
115,2011,1,37,1,5,0,1,36054.12257164689
115,2012,1,38,0,0,0,1,44050.358977405136
115,2013,1,39,0,0,0,0,27229.594838598372
115,2014,1,40,1,0,0,1,39246.92834532943
115,2015,1,41,1,0,0,0,36157.35253159109
115,2016,1,42,1,0,0,0,29616.87755823259
115,2017,1,43,0,0,0,1,41792.15113347224
115,2018,1,44,1,0,0,0,41773.409715509544
115,2019,1,45,1,0,0,1,42855.94411909046
116,2005,1,30,0,0,0,0,32888.317391699005
116,2006,1,31,1,0,0,0,41474.47251262483
116,2007,1,32,1,0,0,1,36639.7781816467
116,2008,1,33,1,0,0,0,42866.756088608025
116,2009,1,34,0,0,0,1,30427.536571066506
116,2010,1,35,1,0,0,0,32628.39181256863
116,2011,1,36,0,0,0,1,35476.85623771679
116,2012,1,37,1,0,0,1,22211.406656502426
116,2013,1,38,0,0,0,1,35855.447844199545
116,2014,1,39,1,0,0,0,35466.35913555958
116,2015,1,40,1,0,0,0,35201.428848663505
116,2016,1,41,1,0,0,0,34915.67120947555
116,2017,1,42,0,0,0,0,41666.58006900474
116,2018,1,43,1,0,0,0,33460.73492468528
116,2019,1,44,0,0,0,1,42570.331766059106
117,2005,2,43,1,0,0,1,34100.96077201633
117,2006,2,44,1,0,0,0,33326.521210139006
117,2007,2,45,0,0,0,1,43607.701078211816
117,2008,2,46,1,0,0,1,48053.840569816515
117,2009,2,47,0,0,1,1,39438.237107859066
117,2010,2,48,1,0,1,0,19821.7766600964
117,2011,2,49,1,0,1,1,38590.931971592174
117,2012,2,50,0,0,1,1,16803.888961052144
117,2013,2,51,1,0,1,1,38120.6058278322
117,2014,2,52,1,0,1,1,32851.87925984576
117,2015,2,53,1,0,1,0,45167.12336220714
117,2016,2,54,1,0,1,1,31207.64198756102
117,2017,2,55,0,0,1,1,25980.983238872024
118,2005,1,20,1,5,0,1,28147.0416889117
118,2006,1,21,0,0,0,0,32926.67425692743
118,2007,1,22,0,0,0,1,30354.643793178195
118,2008,1,23,1,0,0,1,31621.008142308725
118,2009,1,24,0,0,0,1,32622.205980290626
118,2010,1,25,0,0,0,0,25590.69182654156
118,2011,1,26,0,0,0,1,31098.396699430636
118,2012,1,27,0,0,0,1,35747.310579650824
118,2013,1,28,1,0,0,1,34799.55542850083
118,2014,1,29,1,0,0,1,38100.15590340058
118,2015,1,30,0,0,0,1,39407.270659162336
118,2016,1,31,1,0,0,0,33260.92352721076
118,2017,1,32,0,0,0,1,31427.719496873622
118,2018,1,33,1,0,0,1,40891.431167209594
118,2019,1,34,0,0,0,1,42244.10320173294
119,2005,1,34,0,0,0,1,43988.83854789784
119,2006,1,35,1,0,1,1,46029.885097427585
119,2007,1,36,1,0,1,1,47509.78892990528
119,2008,1,37,1,0,1,0,30214.889484724612
119,2009,1,38,1,0,1,0,28013.048116273312
119,2010,1,39,0,0,1,0,49146.55859169255
119,2011,1,40,0,0,1,1,24739.105544345606
119,2012,1,41,0,0,1,0,35612.80688713336
119,2013,1,42,0,0,1,1,41103.16620699925
119,2014,1,43,0,0,1,1,55652.879700685735
119,2015,1,44,0,0,1,0,26915.367785470014
119,2016,1,45,1,0,1,0,47743.564105127516
119,2017,1,46,1,0,1,0,39651.764267962666
119,2018,1,47,1,0,1,1,36682.38090618426
119,2019,1,48,1,0,1,0,35072.35045189265
120,2005,2,33,0,0,0,0,31810.15317002264
120,2006,2,34,0,0,0,1,33958.81169818777
120,2007,2,35,1,0,0,1,43890.986034411064
120,2008,2,36,0,0,0,0,37625.01936514075
120,2009,2,37,0,0,0,1,49400.18865568671
120,2010,2,38,1,0,0,1,40312.45042153769
120,2011,2,39,1,0,0,1,45969.367876514174
120,2012,2,40,1,5,0,1,33963.14781734073
120,2013,2,41,0,0,0,1,45663.80908663162
120,2014,2,42,0,0,0,0,27114.68667970293
120,2015,2,43,1,0,1,1,35520.3260310182
120,2016,2,44,1,0,1,0,40669.01317669841
120,2017,2,45,1,0,1,0,38392.71798486527
120,2018,2,46,0,0,1,1,29756.613011453763
120,2019,2,47,0,0,1,0,34781.25681328044
121,2006,2,18,0,0,0,1,39118.65659334577
121,2007,2,19,1,0,0,0,34998.00191908092
121,2008,2,20,1,0,0,1,46695.80698154591
121,2009,2,21,1,0,0,1,37168.172053431386
121,2010,2,22,0,0,0,1,42205.55197802387
121,2011,2,23,1,0,1,1,37356.929630320556
121,2012,2,24,0,0,1,1,38761.999370169986
121,2013,2,25,1,0,1,1,31520.600753657112
121,2014,2,26,1,0,1,1,49618.78895697517
121,2015,2,27,0,0,1,1,56604.562898475946
121,2016,2,28,0,0,1,0,51781.15257582093
121,2017,2,29,0,5,1,1,34968.04285196386
121,2018,2,30,0,0,1,1,39113.31210711797
121,2019,2,31,1,0,1,0,28462.951446293086
122,2005,1,23,1,0,0,1,50620.923612842445
122,2006,1,24,0,0,1,1,57673.47173350943
122,2007,1,25,1,0,2,0,36088.0616833722
122,2008,1,26,0,0,2,0,35074.10033432635
122,2009,1,27,0,0,2,0,42528.54513921305
122,2010,1,28,1,0,2,0,35471.88333810583
122,2011,1,29,1,0,2,1,28140.68687152902
122,2012,1,30,0,0,2,0,36992.514240691366
122,2013,1,31,0,0,2,1,29482.900833663956
122,2014,1,32,0,0,2,1,25819.371477108365
122,2015,1,33,0,0,2,1,29254.99785884367
122,2016,1,34,0,0,2,0,36835.19701403434
122,2017,1,35,1,0,2,1,41559.25764209901
122,2018,1,36,0,0,2,1,48424.000218389934
122,2019,1,37,1,0,2,1,31682.96737264865
123,2005,1,27,1,0,0,0,39869.46230123182
123,2006,1,28,1,0,0,0,37609.43928776636
123,2007,1,29,0,0,0,1,37134.04497673993
123,2008,1,30,1,0,1,1,35581.90998309913
123,2009,1,31,1,0,1,1,31222.850802969486
123,2010,1,32,0,0,1,1,58335.29013454949
123,2011,1,33,1,0,1,1,54939.696033290806
123,2012,1,34,1,0,1,0,47870.818748849175
123,2013,1,35,1,0,1,1,41007.09224461326
123,2014,1,36,0,0,1,1,40097.78838732136
123,2015,1,37,0,0,1,1,30426.675261724835
123,2016,1,38,1,0,1,0,44166.04896286969
123,2017,1,39,0,0,2,1,37377.548320987815
123,2018,1,40,1,0,2,1,42329.62204110426
123,2019,1,41,1,0,2,0,37091.41364067977
124,2009,1,18,0,0,0,1,29397.068930599824
124,2010,1,19,0,0,1,0,19230.58860444275
124,2011,1,20,0,5,1,0,41012.27650942083
124,2012,1,21,1,0,1,0,24233.230051675113
124,2013,1,22,0,0,1,0,27313.81107694439
124,2014,1,23,0,0,1,0,33051.276009480935
124,2015,1,24,1,0,1,1,25655.020289123608
124,2016,1,25,0,0,1,1,42844.38764740915
124,2017,1,26,1,0,1,1,39418.464024702145
124,2018,1,27,1,0,1,1,28733.232656097516
124,2019,1,28,1,0,1,0,32633.946597340684
125,2005,1,33,1,0,0,1,37225.98977135745
125,2006,1,34,0,0,0,1,37451.07006218209
125,2007,1,35,0,0,0,1,28351.103228168256
125,2008,1,36,1,0,0,0,33968.867771562465
125,2009,1,37,0,5,0,0,27839.437039039643
125,2010,1,38,0,0,0,0,40519.95088398017
125,2011,1,39,1,0,0,0,41668.26680271171
125,2012,1,40,1,0,0,1,32741.33598393571
125,2013,1,41,0,0,0,1,42242.47858878771
125,2014,1,42,0,0,0,1,42387.16131919815
125,2015,1,43,1,0,0,1,33947.714829094686
125,2016,1,44,1,0,0,0,42963.74005719137
125,2017,1,45,0,0,0,1,24764.410533952363
125,2018,1,46,1,0,0,0,27703.94865354018
125,2019,1,47,1,0,0,1,33227.06651424624
126,2005,1,18,1,0,0,1,30644.154966375867
126,2006,1,19,1,0,0,0,34232.23913224083
126,2007,1,20,1,0,0,1,23383.041169809007
126,2008,1,21,1,0,0,1,38117.80872022049
126,2009,1,22,0,0,0,0,35899.28962417193
126,2010,1,23,1,0,0,0,45465.69923200855
126,2011,1,24,0,0,0,1,37928.489627372874
126,2012,1,25,0,0,0,1,38497.12479193024
126,2013,1,26,1,0,0,1,38626.610768601735
126,2014,1,27,0,0,0,0,48787.87900841455
126,2015,1,28,0,0,0,0,56462.4894167821
126,2016,1,29,1,0,0,1,28492.710665643528
126,2017,1,30,0,0,0,1,39804.811462110745
126,2018,1,31,1,0,0,1,28622.16280395034
126,2019,1,32,0,0,0,0,27278.865354557616
127,2005,1,28,0,0,0,0,34682.7912199835
127,2006,1,29,1,0,0,0,34004.90080044105
127,2007,1,30,1,0,0,1,37525.50069198394
127,2008,1,31,1,0,0,1,51704.991627133786
127,2009,1,32,0,0,0,1,39005.00827892934
127,2010,1,33,1,0,0,1,25936.820125936734
127,2011,1,34,1,0,0,1,27776.339123673893
127,2012,1,35,0,0,0,1,29555.122514750576
127,2013,1,36,1,0,0,1,34580.23059617819
127,2014,1,37,1,0,0,1,45877.4809571061
127,2015,1,38,0,0,0,0,54510.84909598532
127,2016,1,39,0,0,0,1,39017.716683616505
127,2017,1,40,1,0,0,1,40766.37380503716
127,2018,1,41,1,0,0,0,37170.90863320567
127,2019,1,42,1,5,0,1,32015.325825849628
128,2005,2,39,1,0,0,1,30088.61077149795
128,2006,2,40,1,0,0,0,30352.069251799498
128,2007,2,41,0,0,0,1,43817.993621415575
128,2008,2,42,1,0,0,0,51941.976355528284
128,2009,2,43,1,0,0,1,51273.4271488207
128,2010,2,44,0,0,0,1,36100.57429992052
128,2011,2,45,1,0,0,1,33690.427926325865
128,2012,2,46,0,0,0,1,50987.24753880203
128,2013,2,47,1,0,0,1,36010.189599409416
128,2014,2,48,0,0,0,1,34640.634844492124
128,2015,2,49,1,0,0,0,23914.932208962888
128,2016,2,50,0,0,0,0,42449.087321245686
128,2017,2,51,1,0,0,0,49976.58772971115
128,2018,2,52,0,0,1,0,46944.521939291735
128,2019,2,53,0,0,1,0,44819.563303275274
129,2005,2,20,1,0,0,0,44626.20638594842
129,2006,2,21,1,0,0,0,39905.74910286138
129,2007,2,22,1,0,0,1,28185.246709099854
129,2008,2,23,1,0,0,1,50806.08874719349
129,2009,2,24,1,0,0,1,39319.66684592929
129,2010,2,25,1,0,0,0,42489.461928801946
129,2011,2,26,0,0,0,1,31788.04579048331
129,2012,2,27,1,0,0,1,45557.05510464696
129,2013,2,28,1,0,0,1,42408.28683737882
129,2014,2,29,1,0,0,1,32192.405353122824
129,2015,2,30,1,0,0,1,45297.318462218944
129,2016,2,31,0,0,0,1,45954.862305650204
129,2017,2,32,0,0,0,1,45238.374389207864
129,2018,2,33,1,0,0,0,34381.95640841311
129,2019,2,34,1,0,0,1,38418.81373119882
130,2007,1,18,1,0,0,0,49671.0208337289
130,2008,1,19,1,0,0,0,48168.389922144095
130,2009,1,20,1,0,0,0,24053.84759504652
130,2010,1,21,0,0,0,0,50405.24868968603
130,2011,1,22,0,0,0,1,44163.04332053983
130,2012,1,23,0,0,0,1,39426.39363860672
130,2013,1,24,0,0,0,0,57385.32531314416
130,2014,1,25,1,0,0,1,21539.747853340134
